id,date_created,current_status,status_history,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
112,04/24/2020,Destroyed,"[""Created 04/24/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 04/24/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,04/26/2020,Evidence collected (not received by law enforcement),"[""Created 04/26/2020 Nationwide Children's Hospital""]",Created 04/26/2020 Nationwide Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,04/27/2020,Evidence collected (not received by law enforcement),"[""Created 04/27/2020 Nationwide Children's Hospital""]",Created 04/27/2020 Nationwide Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,04/28/2020,Destroyed,"[""Created 04/28/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 04/28/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,04/28/2020,Destroyed,"[""Created 04/28/2020 Nationwide Children's Hospital"", 'Destroyed 03/22/2021 Out Of State']",Created 04/28/2020 Nationwide Children's Hospital,Destroyed 03/22/2021 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,03/31/2020,Destroyed,"[""Created 03/31/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 03/31/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,03/31/2020,Destroyed,"[""Created 03/31/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 03/31/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,04/01/2020,Analyzed by lab,"[""Created 04/01/2020 Nationwide Children's Hospital"", 'Received 04/02/2020 Gahanna Police Department', 'Received 04/24/2020 BCI London', 'Received 07/02/2020 Gahanna Police Department']",Created 04/01/2020 Nationwide Children's Hospital,Received 04/02/2020 Gahanna Police Department,Received 04/24/2020 BCI London,Received 07/02/2020 Gahanna Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,05/03/2020,Destroyed,"[""Created 05/03/2020 Nationwide Children's Hospital"", 'Destroyed 02/10/2021 Out Of State']",Created 05/03/2020 Nationwide Children's Hospital,Destroyed 02/10/2021 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,05/02/2020,Destroyed,"[""Created 05/02/2020 Nationwide Children's Hospital"", 'Destroyed 12/03/2020 Out Of State']",Created 05/02/2020 Nationwide Children's Hospital,Destroyed 12/03/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,05/14/2020,Analyzed by lab,"[""Created 05/14/2020 Nationwide Children's Hospital"", 'Received 07/20/2020 Bellefontaine Police Department', 'Received 10/14/2020 BCI London', 'Received 10/14/2020 Bellefontaine Police Department']",Created 05/14/2020 Nationwide Children's Hospital,Received 07/20/2020 Bellefontaine Police Department,Received 10/14/2020 BCI London,Received 10/14/2020 Bellefontaine Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,05/13/2020,Destroyed,"[""Created 05/13/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/13/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,05/13/2020,Destroyed,"[""Created 05/13/2020 Nationwide Children's Hospital"", ""Destroyed 11/18/2020 Nationwide Children's Hospital""]",Created 05/13/2020 Nationwide Children's Hospital,Destroyed 11/18/2020 Nationwide Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,04/20/2020,Evidence collected (not received by law enforcement),"[""Created 04/20/2020 Nationwide Children's Hospital""]",Created 04/20/2020 Nationwide Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,04/27/2020,Destroyed,"[""Created 04/27/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 04/27/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,04/28/2020,Destroyed,"[""Created 04/28/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 04/28/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,05/04/2020,Destroyed,"[""Created 05/04/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/04/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,05/08/2020,Destroyed,"[""Created 05/08/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/08/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,05/20/2020,Destroyed,"[""Created 05/20/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/20/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,05/21/2020,Evidence collected (not received by law enforcement),"[""Created 05/21/2020 Nationwide Children's Hospital""]",Created 05/21/2020 Nationwide Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,05/25/2020,Destroyed,"[""Created 05/25/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/25/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,05/26/2020,Destroyed,"[""Created 05/26/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/26/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,05/19/2020,Destroyed,"[""Created 05/19/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/19/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,05/19/2020,Destroyed,"[""Created 05/19/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/19/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,05/18/2020,Destroyed,"[""Created 05/18/2020 Nationwide Children's Hospital"", 'Destroyed 07/08/2022 Ohio Attorney General']",Created 05/18/2020 Nationwide Children's Hospital,Destroyed 07/08/2022 Ohio Attorney General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,05/26/2020,Destroyed,"[""Created 05/26/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 05/26/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,05/30/2020,Ready to send to lab,"[""Created 05/30/2020 Nationwide Children's Hospital"", ""Received 05/19/2021 Morrow County Sheriff's Office""]",Created 05/30/2020 Nationwide Children's Hospital,Received 05/19/2021 Morrow County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,06/09/2020,Analyzed by lab,"[""Created 06/09/2020 Nationwide Children's Hospital"", 'Received 06/18/2020 Lima Police Department', 'Received 09/11/2020 BCI Bowling Green', 'Received 11/06/2020 Lima Police Department']",Created 06/09/2020 Nationwide Children's Hospital,Received 06/18/2020 Lima Police Department,Received 09/11/2020 BCI Bowling Green,Received 11/06/2020 Lima Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,06/11/2020,Destroyed,"[""Created 06/11/2020 Nationwide Children's Hospital"", 'Destroyed 12/14/2020 Out Of State']",Created 06/11/2020 Nationwide Children's Hospital,Destroyed 12/14/2020 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,06/28/2020,Analyzed by lab,"[""Created 06/28/2020 Nationwide Children's Hospital"", ""Received 07/22/2020 Muskingum County Sheriff's Office"", 'Received 08/19/2020 BCI London', ""Received 12/11/2020 Muskingum County Sheriff's Office""]",Created 06/28/2020 Nationwide Children's Hospital,Received 07/22/2020 Muskingum County Sheriff's Office,Received 08/19/2020 BCI London,Received 12/11/2020 Muskingum County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,08/02/2020,Analyzed by lab,"[""Created 08/02/2020 Mt. Carmel St. Ann's Hospital"", 'Received 03/01/2021 Columbus Police Department', 'Received 03/03/2021 Columbus Police Crime Laboratory', 'Received 03/04/2021 Columbus Police Department']",Created 08/02/2020 Mt. Carmel St. Ann's Hospital,Received 03/01/2021 Columbus Police Department,Received 03/03/2021 Columbus Police Crime Laboratory,Received 03/04/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,08/05/2020,Unused,"[""Created 08/05/2020 Mt. Carmel St. Ann's Hospital""]",Created 08/05/2020 Mt. Carmel St. Ann's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,08/29/2020,Evidence collected (not received by law enforcement),"[""Created 08/29/2020 Mt. Carmel St. Ann's Hospital""]",Created 08/29/2020 Mt. Carmel St. Ann's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,08/31/2020,Analyzed by lab,"[""Created 08/31/2020 Mt. Carmel St. Ann's Hospital"", 'Received 11/02/2020 Grove City Police Department', 'Received 11/02/2020 BCI London', 'Received 01/26/2021 Grove City Police Department']",Created 08/31/2020 Mt. Carmel St. Ann's Hospital,Received 11/02/2020 Grove City Police Department,Received 11/02/2020 BCI London,Received 01/26/2021 Grove City Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,09/26/2020,Analyzed by lab,"[""Created 09/26/2020 Mt. Carmel St. Ann's Hospital"", 'Received 09/28/2020 Westerville Police Department', 'Received 10/22/2020 BCI London', 'Received 02/03/2021 Westerville Police Department']",Created 09/26/2020 Mt. Carmel St. Ann's Hospital,Received 09/28/2020 Westerville Police Department,Received 10/22/2020 BCI London,Received 02/03/2021 Westerville Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,03/29/2021,Analyzed by lab,"['Created 03/29/2021 Mt. Carmel Grove City', ""Received 03/29/2021 Madison County Sheriff's Office"", 'Received 03/30/2021 BCI London', ""Received 07/08/2021 Madison County Sheriff's Office""]",Created 03/29/2021 Mt. Carmel Grove City,Received 03/29/2021 Madison County Sheriff's Office,Received 03/30/2021 BCI London,Received 07/08/2021 Madison County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,02/27/2021,Analyzed by lab,"['Created 02/27/2021 Mt. Carmel Grove City', 'Received 03/03/2021 Columbus Police Department', 'Received 03/04/2021 Columbus Police Crime Laboratory', 'Received 06/11/2021 Columbus Police Department']",Created 02/27/2021 Mt. Carmel Grove City,Received 03/03/2021 Columbus Police Department,Received 03/04/2021 Columbus Police Crime Laboratory,Received 06/11/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,08/12/2021,Evidence collected (not received by law enforcement),['Created 08/12/2021 Mt. Carmel Grove City'],Created 08/12/2021 Mt. Carmel Grove City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,08/07/2021,Analyzed by lab,"['Created 08/07/2021 Mt. Carmel Grove City', 'Received 08/10/2021 Columbus Police Department', 'Received 08/16/2021 Columbus Police Crime Laboratory', 'Received 06/23/2022 Columbus Police Department']",Created 08/07/2021 Mt. Carmel Grove City,Received 08/10/2021 Columbus Police Department,Received 08/16/2021 Columbus Police Crime Laboratory,Received 06/23/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,11/08/2020,Analyzed by lab,"['Created 11/08/2020 Mt. Carmel East Hospital', ""Received 11/13/2020 Muskingum County Sheriff's Office"", 'Received 11/19/2020 BCI London', ""Received 01/26/2021 Muskingum County Sheriff's Office""]",Created 11/08/2020 Mt. Carmel East Hospital,Received 11/13/2020 Muskingum County Sheriff's Office,Received 11/19/2020 BCI London,Received 01/26/2021 Muskingum County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,11/23/2020,Analyzed by lab,"['Created 11/23/2020 Mt. Carmel East Hospital', 'Received 11/23/2020 Columbus Police Department', 'Received 11/25/2020 Columbus Police Crime Laboratory', 'Received 05/28/2021 Columbus Police Department']",Created 11/23/2020 Mt. Carmel East Hospital,Received 11/23/2020 Columbus Police Department,Received 11/25/2020 Columbus Police Crime Laboratory,Received 05/28/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,11/30/2020,Analyzed by lab,"['Created 11/30/2020 Mt. Carmel East Hospital', 'Received 11/30/2020 Reynoldsburg Police Department', 'Received 12/02/2020 BCI London', 'Received 12/02/2020 BCI London', 'Received 02/10/2021 Reynoldsburg Police Department']",Created 11/30/2020 Mt. Carmel East Hospital,Received 11/30/2020 Reynoldsburg Police Department,Received 12/02/2020 BCI London,Received 12/02/2020 BCI London,Received 02/10/2021 Reynoldsburg Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,12/20/2020,Analyzed by lab,"['Created 12/20/2020 Mt. Carmel East Hospital', 'Received 01/26/2021 Columbus Police Department', 'Received 01/26/2021 Columbus Police Department', 'Received 01/26/2021 Columbus Police Department', 'Received 01/27/2021 Columbus Police Crime Laboratory', 'Received 06/16/2021 Columbus Police Department']",Created 12/20/2020 Mt. Carmel East Hospital,Received 01/26/2021 Columbus Police Department,Received 01/26/2021 Columbus Police Department,Received 01/26/2021 Columbus Police Department,Received 01/27/2021 Columbus Police Crime Laboratory,Received 06/16/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,
172,12/21/2020,Evidence collected (not received by law enforcement),['Created 12/21/2020 Mt. Carmel East Hospital'],Created 12/21/2020 Mt. Carmel East Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,12/09/2020,Analyzed by lab,"['Created 12/09/2020 Mt. Carmel West (Franklinton) Free Standing Emergency Department', 'Received 12/09/2020 Columbus Police Department', 'Received 12/14/2020 Columbus Police Crime Laboratory', 'Received 03/01/2021 Columbus Police Department']",Created 12/09/2020 Mt. Carmel West (Franklinton) Free Standing Emergency Department,Received 12/09/2020 Columbus Police Department,Received 12/14/2020 Columbus Police Crime Laboratory,Received 03/01/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,02/22/2021,Analyzed by lab,"['Created 02/22/2021 Mt. Carmel West (Franklinton) Free Standing Emergency Department', 'Received 02/22/2021 Columbus Police Department', 'Received 02/24/2021 Columbus Police Crime Laboratory', 'Received 06/17/2021 Columbus Police Department']",Created 02/22/2021 Mt. Carmel West (Franklinton) Free Standing Emergency Department,Received 02/22/2021 Columbus Police Department,Received 02/24/2021 Columbus Police Crime Laboratory,Received 06/17/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11/09/2020,Removed,"['Created 11/09/2020 Mt. Carmel Diley Ridge', 'Repurposed 12/31/2021 Ohio Attorney General']",Created 11/09/2020 Mt. Carmel Diley Ridge,Repurposed 12/31/2021 Ohio Attorney General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,10/01/2020,Evidence collected (not received by law enforcement),"[""Created 10/01/2020 Mt. Carmel St. Ann's Hospital""]",Created 10/01/2020 Mt. Carmel St. Ann's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,10/04/2020,Analyzed by lab,"[""Created 10/04/2020 Mt. Carmel St. Ann's Hospital"", 'Received 10/05/2020 Columbus Police Department', 'Received 02/25/2021 Columbus Police Crime Laboratory', 'Received 03/01/2021 Columbus Police Department']",Created 10/04/2020 Mt. Carmel St. Ann's Hospital,Received 10/05/2020 Columbus Police Department,Received 02/25/2021 Columbus Police Crime Laboratory,Received 03/01/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,10/18/2020,Analyzed by lab,"[""Created 10/18/2020 Mt. Carmel St. Ann's Hospital"", 'Received 03/02/2021 Columbus Police Department', 'Received 03/02/2021 Columbus Police Crime Laboratory', 'Received 03/03/2021 Columbus Police Department']",Created 10/18/2020 Mt. Carmel St. Ann's Hospital,Received 03/02/2021 Columbus Police Department,Received 03/02/2021 Columbus Police Crime Laboratory,Received 03/03/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,11/11/2020,Analyzed by lab,"['Created 11/11/2020 Mt. Carmel East Hospital', 'Received 11/22/2020 Reynoldsburg Police Department', 'Received 11/30/2020 BCI London', 'Received 01/20/2021 Reynoldsburg Police Department']",Created 11/11/2020 Mt. Carmel East Hospital,Received 11/22/2020 Reynoldsburg Police Department,Received 11/30/2020 BCI London,Received 01/20/2021 Reynoldsburg Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,10/01/2020,Analyzed by lab,"[""Created 10/01/2020 Mt. Carmel St. Ann's Hospital"", ""Received 10/08/2020 Franklin County Sheriff's Office"", 'Received 10/08/2020 BCI London', ""Received 12/04/2020 Franklin County Sheriff's Office""]",Created 10/01/2020 Mt. Carmel St. Ann's Hospital,Received 10/08/2020 Franklin County Sheriff's Office,Received 10/08/2020 BCI London,Received 12/04/2020 Franklin County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,12/10/2020,Analyzed by lab,"['Created 12/10/2020 Mt. Carmel Diley Ridge', ""Received 12/10/2020 Fairfield County Sheriff's Office"", 'Received 12/14/2020 BCI London', ""Received 02/22/2021 Fairfield County Sheriff's Office""]",Created 12/10/2020 Mt. Carmel Diley Ridge,Received 12/10/2020 Fairfield County Sheriff's Office,Received 12/14/2020 BCI London,Received 02/22/2021 Fairfield County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,11/09/2020,Analyzed by lab,"['Created 11/09/2020 Mt. Carmel East Hospital', 'Received 11/10/2020 Columbus Police Department', 'Received 11/10/2020 Columbus Police Department', 'Received 11/11/2020 Columbus Police Crime Laboratory', 'Received 03/01/2021 Columbus Police Department']",Created 11/09/2020 Mt. Carmel East Hospital,Received 11/10/2020 Columbus Police Department,Received 11/10/2020 Columbus Police Department,Received 11/11/2020 Columbus Police Crime Laboratory,Received 03/01/2021 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,02/25/2021,Analyzed by lab,"['Created 02/25/2021 Mt. Carmel Grove City', ""Received 03/02/2021 Franklin County Sheriff's Office"", 'Received 03/10/2021 BCI London', ""Received 06/11/2021 Franklin County Sheriff's Office""]",Created 02/25/2021 Mt. Carmel Grove City,Received 03/02/2021 Franklin County Sheriff's Office,Received 03/10/2021 BCI London,Received 06/11/2021 Franklin County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,09/30/2020,Analyzed by lab,"[""Created 09/30/2020 Mt. Carmel St. Ann's Hospital"", 'Received 02/25/2021 Columbus Police Department', 'Received 02/25/2021 Columbus Police Crime Laboratory', 'Received 02/25/2021 Columbus Police Crime Laboratory']",Created 09/30/2020 Mt. Carmel St. Ann's Hospital,Received 02/25/2021 Columbus Police Department,Received 02/25/2021 Columbus Police Crime Laboratory,Received 02/25/2021 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,
